id,country,name,city
132887,SE,Sundsvalls Teater,
134204,LV,Mežaparka Lielā estrāde,
134750,NL,Fletcher Hotel-Restaurant Heiloo,
137480,NL,Cafe Restaurant De Oranjeboom,
137732,GB,Studio 9294,
140457,AU,Arts Centre Melbourne,
142811,NL,Sugar Factory,
143413,GB,Sky Garden,
143813,CZ,Epic,
146580,GB,The Psychedelic Society,
147592,BE,Fenix,
147943,HU,MagNet Közösségi Ház,
148065,IT,Südtirol Arena Alto Adige,
148102,ES,Carballeira de Caldas de Reis,
148270,AU,Sydney Cricket Ground,
148489,BE,Moose Bar Antwerpen,
148801,DE,Zurück zu den Wurzeln Festival,
148959,US,Swedish American Hall,
149844,NL,Uilenburgersjoel,
150256,ES,Evenia Olympic Resort,
151377,GB,"St Georges Hall, Bradford",
151382,US,xs nightclub,
152279,ES,Bosque Multicines ,
152611,GB,"Sleddale Hall, Shap, Cumbria",
152710,GB," The Wyldes , Bude, Cornwall",
153302,AU,The Domain,
154114,BE,Onder Stroom,
154421,AU,Giants Stadium,
155198,IT,Duel Beat,
155351,DE,Café Theater Schalotte,
156710,NL,Grande Theatre,
157452,BE,VK vaartkapoen,
157791,DE,headCRASH,
157854,NL,Koningsplein,
157913,NZ,Trustpower Stadium,
158313,GB,Theatre Royal,
159099,AU,Torquay Common,
159215,NL," Rhederlaag, Lathum",
159455,NL,Schouwburg Grote Zaal,
160017,NL,"'t Kruikenplein",
160544,ES,SanSan Festival,
161913,BE,De Warande ,
162267,ES,Muelle 12,
163232,ES,Teatro Isabel la Católica,
164242,NL,Oostkust,
165216,ES,Festival Portaferrada,
166816,ES,Velódromo de Anoeta,
166865,GB,A secret location (TBC),
167822,BE,OC Djoelen ,
168210,NL,HQ Basement,
168344,NL,De Klok Horeca,
168916,BR,Laroc Club,
169152,SE,Malmö Opera,
169590,HU,ENTER,
169609,GB,The Exchange,
171158,ES,Les Enfants Brillants,
171677,HU,Újszínház,
171962,ES,Palacio de la Magdalena,
173513,NL,Zeilbergseweg,
174042,ES,Teatro Coliseum,
174231,ES,Poliesportiu Mateu Cañellas,
174946,CH,Samigo Amusement ,
175035,NL,De Nieuwe Kerk,
175864,BE,Lovendegem,
176034,NO,Midgard Viking Centre,
176048,GB,New Century,
176205,NL,Taets Art Gallery,
176341,GB,Cardross Estate,
176405,IT,Parco Urbano Bassani,
176406,IT,Autodromo Nazionale - Prato della Gerascia,
177564,NL,"Sissi's Expo-Resto",
23652,SE,Partille Arena,
14488,NL,Hilvarenbeek,
38903,FR,La Station - Gare des Mines,
17415,HU,Fővárosi Nagycirkusz,
20882,HU,Uránia Nemzeti Filmszínház,
11321,SE,Södra Teatern,
13557,BE,WEX,
17722,GB,Dreamland,
14689,ES,Sala Upload,
1407,DE,Kesselhaus und Maschinenhaus (Kulturbrauerei),Berlin
32705,GB,Indigo at the O2,
37490,HU,Paloznaki Jazzpiknik,
30,NL,Doka,Amsterdam
1141,NL,De Avenue,Breda
78,NL,Air Amsterdam,Amsterdam
1600,NL,Ruigoord,Amsterdam
5462,DE,Muffatwerk / Muffathalle,München
11371,NL,De Lieve Vrouw,
3356,NL,Karpendonkse Plas,Eindhoven
23629,HU,Roxxy Music,
23713,DE,Lokschuppen Bielefeld,
25071,GB,Lyric Theatre,
30965,GB,DEPOT,
20812,NL,Skatecafe,
17207,IT,Teatro Sistina,
3541,DE,Club Gretchen,Berlin
17373,GB,Shaftesbury Theatre,
11814,NL,Podium Hoge Woerd,
22173,BE,De Kreun,
12913,NL,Kantine Walhalla,
8557,GB,Union Chapel,
12498,PL,B90,
18622,GB,TramShed Cardiff,
643,DE,Revierpark Wischlingen,Dortmund
14,NL,Escape,Amsterdam
64,NL,PIP,The Hague
99,NL,GelreDome,Arnhem
149,NL,Metropool Hengelo,Hengelo
195,NL,Recreatieplas Strijkviertel,Utrecht
2254,NL,World Forum Theater,The Hague
1068,NL,Merleyn,Nijmegen
1467,BE,Kavka Oudaan,Antwerp
1492,NL,Zuiderpark,Rotterdam
1508,NL,Chassé Theater,Breda
1695,NL,Westerpark,Amsterdam
2003,NL,Spant!,Bussum
2027,NL,Leidse Schouwburg,Leiden
2250,DE,Lido Berlin,Berlin
2301,NL,LantarenVenster,Rotterdam
208,BE,Ancienne Belgique,Brussels
13300,FR,Collias,
6475,DE,World club dome,Frankfurt
31942,BE,"Théâtre de la Toison d'Or",
12526,BE,Den Egger,
14659,ES,INPUT High Fidelity Dance Club,
23787,HU,Bridge Hallgatói és Oktatói Klub,
27771,GB,Catton Hall,
19863,GB,Grand Opera House York,
17429,DE,Nachtleben Frankfurt,
5833,NL,Recycle Lounge Gallery Club,Amsterdam
3585,NL,Utrecht,Utrecht
5344,GB,O2 Institute Birmingham,Birmingham
8775,NL,V11,
10050,BE,De Studio,
16067,IT,Nelson Mandela Forum,
22581,CH,Hallenstadion,
10484,DE,Z-Bau,
18518,DE,JunkYard,
21845,GB,SEC Armadillo,
29414,ES,Gran Canaria Arena,
12765,ES,Estadio Mestalla,
17236,IT,Gran Teatro Geox,
12023,GB,First Direct Arena,
19083,DE,SO36,
6625,DE,Aladin Music Hall,Bremen
6672,DE,Ampere Munich,Munich
14152,IT,Ippodromo delle Capannelle,
17040,NL,Arnhem,
23738,HU,Nagyerdei Víztorony,
27183,NL,Scheveningen,
11705,DE,Volksparkstadion,
13184,NL,Breepark,
16149,CZ,Palác Akropolis,
16545,NL,Goffertstadion,
27068,BE,De Warande Turnhout,
2320,DE,Docks,Hamburg
2816,FR,Stereolux,Nantes
2979,NL,Cabrio Openluchttheater,Soest
3216,DE,Gloria Theater,Köln
3310,DE,Schlachthof Wiesbaden,Wiesbaden
3732,BE,Antwerpen,Antwerp
5277,NL,Theater De Lampegiet,Veenendaal
5386,NL,Paradigm,Groningen
5652,NL,Scheldetheater,Terneuzen
6332,IE,3Arena,Dublin
6648,GB,O2 Apollo Manchester,Manchester
7079,BE,Festivalpark Dessel,Dessel
8821,LU,Philharmonie Luxembourg,
9179,BE,Le Forum de Liège,
10539,DE,Barclays Arena,
10571,GB,Barbican Centre,
10633,GB,Troxy,
11316,SE,Malmö Arena,
11318,SE,Debaser Strand,
12537,HR,The Garden,
13200,NL,Veerplas,
13321,GB,Boston Manor Park,
13635,FR,Café de la Danse,
13736,BE,Ha Concerts,
13853,NL,Complex,
13940,IE,3Olympia Theatre,
14073,IT,Unipol Arena,
14639,HU,Budapest Park,
14640,HU,Dürer Kert,
14644,HU,Papp László Budapest SportAréna,
15707,CZ,Roxy Prague,
15952,ES,WiZink Center,
16447,HU,Budapesti Operettszínház,
16483,HU,Játékszín,
16554,HU,Pesti Színház,
17367,DK,DR Koncerthuset,
17739,IT,Estragon,
17751,HU,Várkert Bazár,
18727,CH,X-TRA,
18849,ES,Sala Capitol,
19687,ES,Palau de la Música Catalana,
19703,GB,Plymouth Pavilions,
19749,GB,SWX Bristol,
19873,GB,Cambridge Junction,
20949,DE,FZW,
21428,CZ,Kongresové centrum Praha,
21629,NL,De Ven,
23616,ES,Auditorio Miguel Ríos,
23646,CZ,"Hradec Králové, Czech Republic",
24410,NL,Beachclub Fuel,
24732,ES,Torre del Mar  ,
26704,SE,Fasching,
29914,NL,Zuiderparktheater,
29918,BE,Mark Liebrecht Schouwburg,
2987,GB,The O2 Arena,London
3723,DE,Admiralspalast,Berlin
17110,ES,Sala Santana  27,
23224,DE,Gotec Club,
6297,AT,Arena Wien,Wien
2589,NL,De Pettelaarse Schans,"'s-Hertogenbosch"
40169,SE,Huskvarna Folkets Park,
44107,GB,The Craufurd Arms (Live Music Venue),
27030,SE,Cirkus Arena & Restaurang,
1163,NL,Stadsschouwburg Utrecht,Utrecht
2258,DE,Stadtpark Freilichtbühne,Hamburg
31118,ES,Villarobledo,
19696,GB,Liverpool Philharmonic Hall,
47940,BE,Het Entrepot,
55451,ES,Teatro de la Laboral,
68966,NL,Chin Chin Club,
58395,BE,Theater Elckerlyc,
63948,GB,Tate Modern,
68598,AU,Hordern Pavilion,
72642,ES,La Nueva Cubierta de Leganés,
80847,DE,Frankfurt am Main,
75993,PT,Estádio da Luz,
83479,BE,Bosuilstadion,
113666,ES,Trui Teatre,
91373,AU,Brisbane Showgrounds,
107754,NL,Rodahal Kerkrade,
100678,BE,CC De Brouckere Torhout,
100632,BE,CC De Steenoven,
87711,GB,The LCR UEA,
88117,DE,Kantine am Berghain,
88333,PL,COS Torwar,
98089,BE,Toneelhuis - Olympique Dramatique,
101075,NL,Soia - Strand Oog In Al,
116388,GB,Stamford Bridge,
111351,BE,Gent,
180863,BE,Plopsaqua,
180904,GB,The Lost Estate,
180915,NL,Jongerencentrum De Zon,
180988,MC,ESPACE FONTVIEILLE ,
181020,NL,WOD by Culture Club ,
181024,NL,The New Block,
181276,GB,Dopamine Land: A Multisensory Experience,
181445,DE,Sparkassen-Arena,
181468,BE,Sporthal Scherpenstein,
181483,NL,Noordduinen,
181491,DE,Knust Gastronomie Betriebs GmbH,
181506,IT,Il Garibaldi,
181533,DE,Zweifachsporthalle Billerbeck ,
181551,NL,Looxs,
181564,NL,Bar Down Town,
181605,NL,Dr. Mansholtpark,
181635,IT,Teatro Il Momento,
181664,BE,Stadion Dôme,
181696,GB,The Street Yard,
181710,NL,"Sportcomplex ""de Beemd""",
181719,DE,tectake ARENA,
181730,NL,Heidurp,
181740,NL,De Roerhal,
181747,IT,The Space Cinema,
181819,ES,Huerta del Rasillo,
181837,CZ,Divadlo na Vinohradech,
181847,BE,Schouwburg,
181915,BR,Laroc Club Guarujá,
181977,PT,Cineteatro Curvo Semedo,
181980,BE,Jeugdklub Paddestoel (Groot-Bijgaarden),
182011,NL,Huis van Burgh,
182050,CA,"Melissa's Misteak",
182202,NL,Soulboat,
182207,BR,Praça das Artes,
182247,NL,IJsportcentrum Tilburg,
182286,NL,Happyhappyjoyjoy,
182365,NL,"RGB Bar Eindhoven, Stratumseind 34",
182386,IT,Arena della Vittoria,
182392,IT,Arena Estiva Fiera,
182417,ES,Auditorio Internacional de Torrevieja,
182465,BE,La petite centrale,
182545,NL,Grand cafe,
182592,GB,Project Loughborough,
182619,BA,ZETRA - Juan A. Samaranch,
182639,NL,Het Wapen van Beckum,
182657,ES,Kaf Café,
182853,AT,Urfahrmarkt,
183475,NL,The Loods H.O.F,
183756,SE,The terminal,
193075,ES,teatro borrás ,
197579,IT,CENACOLO VINCIANO,
198245,ES,port vell,
198639,NL,"Theater 't Spieker",
200974,CH,Club Supermarket,
1453,DE,Robert Johnson,Offenbach
8893,GB,Somerset House,
147925,NL,De Vooruitgang,
167778,GB,Leeds,
27898,SE,Sparbanken Skåne Arena,
140631,AU,State Theatre,
91052,AU,Civic Theatre Newcastle,
10527,NL,Naturalis,
25695,GB,Fox and Firkin,
15598,IT,Auditorium Conciliazione,
25094,ES,Conde Duque,
146459,SG,The Star Theatre,
1440,DE,Neuraum,Munich
32318,GB,Yellow Arch Studios,
20322,ES,Sala El Tren,
2310,DE,SchwuZ,Berlin
1846,NL,Zaal Dijk,Lemele
162731,GB,Marshall Arena,
158621,NL,Fletcher Landgoed Hotel Ellecom,
178742,NL,Sporthal De heuf,
134994,DE,Cinedom,
14154,GB,The Dome,
136112,CA,Toronto,
139041,BE,Manège de la Caserne Fonck,
18915,AT,Helmut-list-halle,
20999,GB,The Belfast Empire,
19700,GB,Ipswich Regent,
94299,BE,De Klinker Club,
18516,DE,Blue Shell,
12549,IT,Circolo Magnolia,
11584,DE,Saturn-Arena,
101088,NL,Attractie- & Vakantiepark Slagharen,
139787,FR,Domaine de Nodris,
173429,NO,Stavanger Konserthus,
134810,ES,Naves Matadero,
172457,NL,Barkade,
181382,NL,De Beurs,
24386,DE,Europahalle Trier,
19541,CA,Velvet Underground,
18927,NL,Weert,
23428,CZ,Rock Café Prague,
137064,SE,Folkets Park,
155066,IT,Tuscany Hall,
32752,SE,Stockholm Waterfront,
19912,HU,BOK Csarnok,
12066,NL,Orangerie,
2756,FR,Accor Arena,Paris
1507,NL,Club Nouvelle,Amstelveen
18701,GB,Ormeau Park,
158593,BE,CC leietheater,
166739,PT,"Cineteatro Capitólio, ",
149558,DE,Schauspiel Köln,
158831,NL,Dordrecht,
159576,BE,A.M. Club,
159709,ES,Sala Blanca (LAVA),
184046,NL,"A'DAM & Co – A'DAM Toren",
91623,AU,The Brightside,
19706,GB,York Barbican,
22696,DK,Forum Copenhagen,
11687,DE,Kampnagel,
8491,SE,Dalhalla,
5630,DE,Haus Auensee Leipzig,Leipzig
13318,GB,Camp and Furnace,
15634,BE,Plopsaqua,
24677,SE,Stadion,
15900,GB,O2 Academy Bournemouth,
11329,SE,Malmö Live Konserthus,
11592,DE,CTM Festival,
30805,NL,Sporthallen Zuid Amsterdam,
1295,NL,De Cammeleur,Dongen
13347,GB,Phonox,
2647,FR,Rock School Barbey,Bordeaux
17693,NL,Hoogwoud,
2151,NL,Silverdome,Zoetermeer
9770,DE,Kölner Philharmonie,
13722,NL,Theater de Bussel,
31034,GB,Colours Hoxton,
26302,DE,Säälchen,
8864,DE,Alte Oper,
17101,BE,De Singer,
22203,NL,Theater Geert Teis,
59262,NL,Spoorpark Tilburg,
93187,SE,Bravida Arena,
169657,AE,Coca-Cola Arena,
148864,ES,Teatro Romea,
157626,NL,Ledeltheater,
142604,NL,De Lantaarn,
175677,GB,The Horn,
149287,GB,YES,
152973,SE,Hus 7,
168965,ES,Plaza de Toros Cubierta,
181150,BE,Reset,
179063,DE,Bogen2,
195761,NL,Plopsa Indoor Coevorden,
199686,CH,Alte Kaserne,
200034,ES,Sala círculo del Arte,
15807,PL,EXPO XXI,
12052,GB,O2 Academy Leicester,
19505,CA,The Danforth Music Hall,
6895,NO,Bystranda,Kristiansand
17189,GB,The Source Bar,
1427,BE,Stadsfeestzaal Aarschot,Aarschot
15050,GB,O2 Academy Liverpool,
22997,ES,Riojaforum,
28592,DE,SAP Arena,
15040,EE,Tallinna Lauluväljak,
20206,AT,Viper Room,
16451,GB,O2 Academy Leeds,
23004,ES,Auditorio Alfredo Kraus,
20549,ES,Estadio El Sadar,
25433,GB,New Victoria Theatre,
22335,GB,The Classic Grand,
25388,IE,Cork Opera House,
1373,NL,Beachclub Royal,Hook of Holland
7555,IE,The Academy,Dublin
14331,GB,Royal Opera House,
16408,AT,FLEX,
15372,DE,Zeche Carl,
683,NL,MECC Maastricht,Maastricht
363,NL,P79,"'s-Hertogenbosch"
1168,NL,Strijp-S,Eindhoven
12499,PL,ERGO Arena,
14078,GB,Hyde Park,
27740,GB,"King's Theatre Glasgow",
1515,NL,Van Nelle Fabriek,Rotterdam
113566,SE,Slaktkyrkan,
115285,NL,De Kom,
154962,ES,Loco Club,
133777,BE,CC De Warandepoort,
147143,GB,Leeds Grand Theatre,
161122,NL,Forum Groningen,
164984,SE,Avicii Arena,
138998,HU,Supersonic - Blue Hell & KVLT,
126310,HU,Szegedi Szabadtéri Játékok,
134778,NL,Recreatiegebied Zeumeren,
119227,GB,Noël Coward Theatre,
158273,NL,Mediapark Hilversum,
148361,SE,Gothenburg Film Studios,
148559,ES,Nazca Music Live,
170439,BE,La Demence,
153482,ES,The Garage of The Bass Valley,
154940,BE,Aqualibi,
146821,NL,Corneel,
134491,ES,Repvblicca,
141275,CH,Komplex Klub 457,
141059,PT,Estádio do Dragão,
157956,FI,Olympic Stadium,
135235,ES,Palau Olímpic de Badalona,
145585,SE,Konserthuset Stockholm,
151653,GB,Bristol,
123367,NL,Oosterhout LIVE,
123415,NL,Fort bij Vechten,
135461,GB,The Stoller Hall,
136767,NO,Oslo,
138327,GB,Vaudeville Theatre,
146726,NL,Poppodium Nieuwe Nor,
148101,NL,Bospop,
149140,BE,W:Halll,
150162,NL,Weelde,
150202,ES,Ciudad de las Artes y las Ciencias,
153319,NL,Club Reverse,
153252,IT,Stadio Olimpico,
168573,BE,CC Muze,
168412,GB,P&J Live ,
167625,ES,Plaza de España,
169950,NL,Comedy Café,
168328,NL,Kiki,
171268,HU,Pick Aréna,
159701,BE,CCHA / Cultuurcentrum Hasselt,
161819,BE,Cactus Muziekcentrum,
162044,ES,Sala Impala,
163095,NL,Julianapark ,
166407,GB,Blackstone Street Warehouse,
167086,NL,Hemkade 48,
168325,GB,Piccadilly theatre  ,
169122,HU,Magyar Zene Háza,
169726,ES,Multiespacio Rabasa,
170183,NL,The Other Side,
172392,ES,Sala La Paqui (Antigua But),
172575,ES,Montmeló,
169695,BE,gare maritime tours & taxi,
183670,BE,Théatre Le Public,
194562,GB,BFI IMAX,
179591,BE,De Klap,
193515,HU,MIXÁT Dumaklub,
180313,ES,Teatro Príncipe Gran Vía,
181558,NL,Streams Breede Beek,
175693,ES,Autocine Metrovacesa Málaga,
181233,GB,Hot Water Comedy Club,
179763,ES,Auditorio Nissan Cartuja,
180041,IT,Ippodromo SNAI La Maura,
181455,HU,Savoyai-kastélypark,
179798,ES,Oasis Club Teatro,
177446,ES,Auditorio Palacio De Congresos Mar De Vigo,
175909,NL,De Meenthe,
196807,BE,La Sucrerie,
193661,PL,Progresja,
196171,NL,PLT - Theater Heerlen,
198709,DE,Festhalle Frankfurt,
198840,ES,Palacio Municipal de IFEMA MADRID,
5909,NL,Theater Piet Mondriaan,Abcoude
19820,GB,Hall for Cornwall,
19071,GB,Boiler Shop,
9020,BE,Liers Cultuurcentrum,
9024,BE,CC Strombeek,
6692,DE,Täubchenthal,Leipzig
18068,HU,Instant-Fogas Komplexum,
14947,GB,Royal Festival Hall,
5333,NL,De Kring,Roosendaal
101,NL,Simplon,Groningen
97,NL,Beachclub Sunrise,Best
874,NL,Het Bolwerk,Sneek
25,NL,Panama Amsterdam,Amsterdam
35,NL,De Helling,Utrecht
56,NL,AFAS Live,Amsterdam
113,NL,Park Transwijk,Utrecht
127,BE,Antwerps Sportpaleis,Antwerp
133,NL,Rotterdam Ahoy,Rotterdam
167,NL,Stadspark,Groningen
174,NL,Megaland,Landgraaf
357,BE,TRIX,Antwerp
786,NL,"dB's",Utrecht
908,NL,De Bonte Wever,Assen
1626,NL,RAI Amsterdam,Amsterdam
1646,NL,Woodstock 69,Bloemendaal
2000,NL,AFAS Circustheater,Den Haag
2009,BE,De Roma,Antwerp
2135,NL,Beatrix Theater,Utrecht
16126,HU,Kodály Központ,
12995,ES,Escenario Santander,
17265,GB,Omeara,
14359,NL,Atlas Theater,
12184,DK,Falconer Salen,
7187,GB,Joshua Brooks,Manchester
21464,DE,Capitol Mannheim,
12747,DK,Pumpehuset,
2529,NL,P6 Terrein,Heerenveen
7480,NL,Scheepvaartmuseum,Amsterdam
18709,DE,halle02,
20512,NL,Oosterbar,
6069,GB,Dominion Theatre,London
3012,NL,Verkadefabriek,"'s Hertogenbosch"
11991,ES,Sant Jordi Club,
18647,ES,Teatro Circo Price,
2725,FR,Le Petit Salon,Lyon
2995,NL,Artis Dierentuin,Amsterdam
3278,NL,Hellendoorn,Hellendoorn
3358,NL,Den Bosch,Brabant-le-Roi
3522,NL,Schouwburg Kunstmin,Dordrecht
5334,GB,The London Palladium,London
5346,NL,Poppodium Grenswerk,Venlo
5437,GB,Rock City,Nottingham
6073,GB,XOYO,London
6120,NL,Theater De Lievekamp,Oss
6211,NL,Zuiderpark,Den Haag
6237,NL,Breda International Airport,Breda
6296,AT,Planet TT Halle im Gasometer,Wien
8081,BE,Bozar,
9466,GB,Utilita Arena Birmingham,
9772,BE,Jan Breydelstadion,
10511,GB,E1,
11323,SE,"Trädgår'n",
11976,GB,"O2 Shepherd's Bush Empire",
12112,FI,Musiikkitalo,
12180,DE,Allianz Arena,
12655,NL,Zwolse Theater,
12762,BE,Wolubilis,
12778,NL,De Kleine Willem,
13025,DE,Elektroküche / Essigfabrik,
13857,NL,Anne Frank Huis,
14857,ES,Sonorama Ribera,
15149,NL,Moco Museum,
15163,BE,Geel,
15191,GB,Edinburgh Playhouse,
15406,CZ,Prague,
15409,GB,Utilita Arena / Motorpoint Arena Cardiff,
15956,NL,Neushoorn,
16445,HU,Vígszínház,
16446,HU,Madách Színház,
17612,NL,Efteling,
17648,GB,The Underworld Camden,
17963,NL,Maassilo,
18039,HU,Kolorádó,
18862,ES,Kafe Antzokia,
19618,BE,Forest National | Vorst Nationaal,
19693,ES,Sala Changó Live,
19735,GB,Cambridge Corn Exchange,
19794,AU,Rod Laver Arena,
20575,SE,China Teatern,
20986,NL,Theater de Meervaart,
21160,IT,Kioene Arena,
21571,ES,Estadio Olímpico de la Cartuja,
21621,ES,Teatro Cofidis Alcázar,
21659,ES,Estación de Rivas Vaciamadrid,
23559,HU,IH Rendezvényközpont,
26361,ES,Espacio Vias,
26593,ES,Teatro Calderón,
26635,ES,Teatro Rialto,
27083,ES,Plaza de Toros Los Califas,
27743,GB,Barrowland Ballroom,
29713,MC,Monaco,
31165,NL,Theater De Maagd,
31549,PT,Crato,
14643,HU,Müpa,
22668,DE,Southside Festival,
14234,BE,Fakkeltheater,
39513,CZ,MeetFactory,
38662,BE,Waagnatie Expo & Events,
44039,NL,Cinetol,
42469,IT,Teatro alla Scala,
14675,ES,Teatre Coliseum,
395,NL,Lux Theater,Nijmegen
1628,NL,Het Concertgebouw Amsterdam,Amsterdam
10233,DE,Im Wizemann,
49554,BE,Sphinx Cinema,
57761,DE,Flugplatz Tutow ,
64989,NL,Musis & Stadstheater,
45418,ES,Malaga,
76096,NL,Theater de Speeldoos,
58435,ES,Coliseum da Coruña,
50955,NL,Podium Grounds,
60954,BE,Kortrijk,
58075,NL,Schouwburg Odeon,
59308,GB,London,
48446,GB,Eventim Apollo,
50133,BE,Théâtre de Poche,
55526,GB,National Theatre,
56400,GB,London Coliseum,
66624,IE,Index,
65021,NL,Zwarte Cross,
52253,DE,Helios37,
67165,DE,Die Rakete,
80982,NL,Schouwburg Hengelo,
78764,BE,Salle Philharmonique de Liège,
76116,NL,Theater de Kampanje,
76091,NL,Schouwburg Cuijk,
76121,NL,De Goudse Schouwburg,
76138,ES,Bizkaia Arena BEC,
77065,BE,Studio Citygate,
77323,ES,Auditorio Nacional de Música,
100167,GB,Ashton Gate Stadium Bristol,
101070,NL,Azijnfabriek 2.0,
111621,NL,Groene Engel,
93163,NL,Brebl,
99996,NL,Garage Noord,
100627,NL,Theater De Leest,
92112,AU,Flemington Racecourse,
115960,CH,Alhambra Genève,
109752,BE,Opéra Royal de Wallonie-Liège,
115690,BE,CC Sint Niklaas,
113686,SE,Fryshuset Stockholm,
164400,GB,THÊ DEPØ VENUE,
149909,NL,De Lasloods,
132852,BE,GC De Melkerij,
147475,GB,New Wimbledon Theatre,
136410,CA,Bass Coast,
126757,ES,Auditorio Víctor Villegas,
123551,BE,Brussels ,
123663,ES,Vilalba,
135344,ES,La Sagrada Familia,
136804,ES,Ultraclub Millennium,
140074,GB,Lab11,
144891,DE,Verti Music Hall,
146466,NL,Radio Radio,
146929,BE,Plopsaland de Panne,
146944,PT,NOS Alive,
147204,NL,MOB Complex,
147629,GB,O2 Victoria Warehouse,
152277,NL,Comedy Club Haug,
152280,FR,Eurockéennes de Belfort,
158507,NL,Oude Luxor Theater,
142427,NL,Kunstlinie Almere Flevoland - KAF,
159909,DE,Bahnhof Pauli,
169107,ES,Palacio de Congresos,
169644,NL,Parallel,
170605,HU,D9 DARK NINE,
159844,NL,DHG Tilburg,
165176,NL,Tolhuistuin,
165445,ES,Starlite Occident,
167802,BE,Club Capital,
168237,DE,Deutsche Bank Park,
167303,NL,SPOT/De Oosterpoort,
171635,DE,Zeche Zollverein,
180563,GR,Petras Theatre,
180845,ES,Lula Club,
198268,CZ,Sono Centrum,
176782,NL,Festivalterrein Bovenkarspel,
174735,ES,Trui Son Fusteret,
174727,GB,Here At Outernet,
176824,DE,Verträumte Angelegenheit,
177018,DE,Palladium Köln,
181200,FI,Savoy-Teatteri ,
181795,HU,Terminal Budapest,
179991,NL,The Governor,
182183,IE,Glendalough Estate,
179883,GB,District Cardiff,
181550,BE,Cegeka Arena,
179569,ES,Palau Sant Jordi,
181110,ES,lab theclub,
181761,LU,Parc Du Gaalgebierg,
181560,ID,Savaya Bali,
175394,GB,"Healey's Cornish Cyder Farm",
190628,PL,Stocznia Cesarska,
198127,HU,Három Holló / Drei Raben ,
194523,DE,Rotunde,
193334,NL,Boulesbitesbar Nijmegen,
182535,ES,El Puerto de Santa María,
184558,ES,Palau Alameda,
185628,BE,Country Hall de Liège,
196320,BE,Opera Antwerpen,
196605,DE,Isarphilharmonie,
183584,IT,RCF Arena,
15700,ES,Zul Saltacaballo,
22,DE,Salon Zur Wilden Renate,Berlin
29,NL,Winkel van Sinkel,Utrecht
89,NL,Café Thomas,Eindhoven
182,NL,Festivalterrein de AA,Beek en Donk
191,NL,Recreatiegebied Maasplassen,Roermond
234,NL,TDF,Berlikum
308,NL,Koepelhal Tilburg,Tilburg
323,NL,C.C. Cascade,Hendrik-Ido-Ambacht
1008,NL,Grote Kerk,Enschede
1327,DE,Pacha Munich,München
1482,NL,"'t Draaiboompje",Moergestel
2711,FR,Le DRAK-ART,Grenoble
2872,FR,Le Metronum,Toulouse
2971,NL,Kuurpark,Valkenburg
3031,BE,Grote Kaai,Lokeren
3066,FR,Disneyland Paris,Paris
3372,NL,De Koornbeurs,Franeker
3525,NL,Club Church,Amsterdam
3650,DE,Reeperbahn,Hamburg
4024,FR,Théâtre des Nouveautés,Paris
6114,NL,Cuijk Centrum,Cuijk
6146,BE,Sportclub Fitlink,Diepenbeek
6293,NL,Grote Kerk,Naarden
6433,GB,O2 Academy Newcastle,Newcastle upon Tyne
6529,NL,Rode Hoed,Amsterdam
6733,BE,AED Studios,Lint
6931,NL,Club 22.24,Doetinchem
8468,NL,Tobacco Theater,
8652,BE,Blankenberge,
11233,BE,De Waai,
11337,SE,Debaser Strand,
11420,NL,The School of Life - Amsterdam,
11934,NL,Cinerama,
12403,NL,Sonnenborgh,
12868,NL,Kubbus,
12968,NL,De Heeren van Sonoy,
13296,PT,Gare,
13404,NL,Hamelandhal,
13957,IT,Milano,
14964,NL,De Voormars,
16022,IT,BASE Milano,
16237,NL,Beverwijk ,
16580,GB,The Cookie,
16647,GB,Proud East,
16713,DE,Jazz-Schmiede,
17032,GB,Apollo Theatre,
17100,GB,The Bongo Club,
17241,NL,HAL4 Aan de Maas,
17261,BE,De Verlichte Geest,
18182,NL,Oss,
18364,NL,De Koning Party & Events,
19055,AT,Marx Halle,
19261,US,PPL Center,
19753,GB,Newmarket Racecourse,
19817,GB,The Hub / DBs Live,
20094,AT,Elevate Festival,
20367,DE,Historische Stadthalle Wuppertal GmbH,
20600,ES,Happy Techno,
21350,BE,CINEMATEK,
21365,GB,The Berkeley Suite,
21516,NL,CV de Neutenkrakers,
21551,DE,Werk56,
21872,ES,Marchica Formigal,
22350,US,Brooklyn Bowl,
23193,HR,Stella Maris,
23318,ES,Valladolid,
23544,HU,Pécsi Sörház (HIVATALOS),
23706,DE,StadtHalle Rostock,
23894,ES,Torrelavega,
24986,GB,The Loco Klub,
25549,US,Davies Symphony Hall,
27716,NL,Leidseplein,
27746,GB,SSE Hydro,
29913,US,Ambassador Theatre,
30635,GB,Birmingham City Centre,
32707,BE,ZODIAK,
37795,GB,Marble Arch,
38651,BE,Café Local,
38664,BE,Oostende - de Stad aan Zee,
43178,ES,Es Gremi Centre Musical,
44284,GB,North Walls Recreation Ground,
45421,BE,Dyoukes,
46197,ES,Barbastro,
46378,AT,Messezentrum Salzburg,
49726,US,SilverLakes,
51079,PT,Theatro Circo - Página Oficial,
52518,ES,Museo Thyssen-Bornemisza,
55031,GB,Kingspan Stadium,
56254,BE,Grand palace,
56460,NL,Oirschot,
61283,ES,SaLa Gamma,
61530,US,Denver Center for the Performing Arts,
64613,BE,GC De Passant,
77320,DE,Festplatz am Ratsweg - Frankfurt,
